Appliances,lights,T2,T6,T_out,Windspeed,RH_1,T3,RH_6,RH_8,RH_out
40,0,18.4266666666667,3.32666666666667,4.633333333333329,1.0,36.863333333333294,18.29,96.6266666666667,36.1722222222222,54.0
40,0,18.566666666666695,3.4666666666666694,4.6,1.0,36.73,18.39,96.6266666666667,36.065,55.5
40,0,18.823333333333295,3.5,4.56666666666667,1.0,36.645,18.39,96.545,35.9827777777778,57.0
50,0,18.963333333333296,3.36333333333333,4.53333333333333,1.0,36.59,18.39,96.13333333333328,36.1105555555556,58.5
40,0,19.1333333333333,3.23,4.5,1.0,36.6633333333333,18.4266666666667,95.66,36.2811111111111,60.0
50,0,19.2,3.0266666666666695,4.133333333333329,1.0,36.73,18.5,95.1666666666667,36.3988888888889,61.66666666666671
40,0,19.23,2.82666666666667,3.7666666666666706,1.0,36.863333333333294,18.5,94.5666666666667,36.5555555555556,63.33333333333329
40,0,19.29,2.43,3.4,1.0,36.9,18.566666666666695,93.43333333333328,36.7127777777778,65.0
40,0,19.26,2.23,3.03333333333333,1.0,36.9,18.6,93.0333333333333,36.8627777777778,66.6666666666667
40,0,19.2,1.8,2.66666666666667,1.0,36.933333333333294,18.6,91.7666666666667,37.01388888888889,68.3333333333333
50,0,19.2,1.46,2.3,1.0,37.0,18.6,91.16,37.0961111111111,70.0
40,0,19.1,0.9,1.9666666666666697,1.0,37.03,18.6,89.9333333333333,37.2127777777778,71.1666666666667
20,0,19.1,0.5666666666666669,1.63333333333333,1.0,37.09,18.6,89.7266666666667,37.3205555555556,72.3333333333333
20,0,19.0,0.2,1.3,1.0,37.2,18.6,89.43,37.363333333333294,73.5
30,0,19.0,-0.1333333333333329,0.966666666666667,1.0,37.2,18.6,89.76333333333329,37.4983333333333,74.6666666666667
50,10,18.963333333333296,-0.466666666666667,0.633333333333333,1.0,37.2,18.533333333333296,89.6266666666667,37.6266666666667,75.8333333333333
70,10,18.823333333333295,-0.8,0.3,1.0,37.2,18.5,89.4333333333333,37.7205555555556,77.0
90,30,18.79,-1.0,0.116666666666667,1.0,36.723333333333294,18.5,90.93,38.0772222222222,78.1666666666667
110,20,18.79,-1.1,-0.0666666666666667,1.0,36.53,18.5,90.92250000000001,38.268888888888895,79.3333333333333
200,10,18.5633333333333,-1.32666666666667,-0.25,1.0,35.7233333333333,18.4725,90.7,38.0294444444444,80.5
430,20,18.29,-1.53333333333333,-0.43333333333333296,1.0,34.9233333333333,18.39,91.0,37.6855555555556,81.6666666666667
1070,30,18.4266666666667,-1.6,-0.616666666666667,1.0,34.3,18.39,90.93333333333328,37.4294444444444,82.8333333333333
890,20,18.566666666666695,-1.73,-0.8,1.0,37.863333333333294,18.39,91.23,37.228888888888896,84.0
590,30,18.7,-1.79,-0.766666666666667,1.16666666666667,47.6633333333333,18.4266666666667,91.23,37.1022222222222,84.0
100,0,18.7,-1.8633333333333295,-0.733333333333333,1.33333333333333,49.4966666666667,18.4266666666667,91.7266666666667,36.9922222222222,84.0
100,10,18.823333333333295,-1.79,-0.7,1.5,47.03,18.5,92.06,36.9322222222222,84.0
120,10,18.963333333333296,-1.9,-0.666666666666667,1.66666666666667,43.69333333333329,18.566666666666695,92.19,37.2855555555556,84.0
150,0,19.1333333333333,-1.9666666666666697,-0.633333333333333,1.8333333333333297,42.16,18.7,92.3966666666667,37.6488888888889,84.0
120,10,19.2,-2.0,-0.6,2.0,40.55666666666671,18.7,92.69,37.90333333333329,84.0
120,20,19.29,-2.0,-0.316666666666667,2.3333333333333295,39.7566666666667,18.745,92.83,38.098333333333294,83.6666666666667
160,20,19.29,-1.8633333333333295,-0.0333333333333333,2.66666666666667,38.9,18.73,93.5333333333333,38.2627777777778,83.3333333333333
480,10,19.3566666666667,-1.79,0.25,3.0,38.5666666666667,18.73,93.93333333333328,38.345,83.0
460,0,19.39,-1.63333333333333,0.533333333333333,3.3333333333333295,37.9666666666667,18.79,94.5666666666667,38.5616666666667,82.6666666666667
360,0,19.39,-1.5,0.8166666666666669,3.6666666666666705,37.9,18.9933333333333,94.9,38.7983333333333,82.3333333333333
330,0,19.4266666666667,-1.245,1.1,4.0,37.863333333333294,19.4,95.745,38.8877777777778,82.0
310,0,19.566666666666695,-1.2,0.9833333333333328,3.8333333333333295,37.73,19.86,95.43333333333328,38.9277777777778,82.5
250,0,19.6333333333333,-1.2,0.866666666666667,3.6666666666666705,37.5,20.1333333333333,95.3,39.12,83.0
220,10,19.7,-1.32333333333333,0.75,3.5,37.56,20.46,94.99333333333328,39.4994444444444,83.5
90,0,19.73,-1.46333333333333,0.633333333333333,3.3333333333333295,37.5266666666667,20.6975,94.66,39.8955555555556,84.0
80,0,19.8566666666667,-1.66333333333333,0.5166666666666672,3.16666666666667,37.3266666666667,20.8566666666667,94.2,41.018333333333295,84.5
80,0,19.9266666666667,-1.8633333333333295,0.4,3.0,37.29,20.726666666666695,93.8666666666667,41.533333333333296,85.0
70,0,20.0,-2.03,0.233333333333333,2.8333333333333295,37.2225,20.533333333333296,93.56,41.53,85.8333333333333
50,0,20.033333333333296,-2.16333333333333,0.0666666666666667,2.66666666666667,37.2,20.39,93.1,41.55611111111111,86.6666666666667
50,0,20.1,-2.29,-0.1,2.5,37.223333333333294,20.323333333333295,93.1,41.885,87.5
40,10,20.066666666666695,-2.23,-0.266666666666667,2.3333333333333295,37.03,20.26,93.56,42.2077777777778,88.3333333333333
40,0,20.066666666666695,-2.09,-0.43333333333333296,2.16666666666667,36.9,20.1333333333333,94.1,42.4377777777778,89.1666666666667
40,0,20.0,-2.09,-0.6,2.0,36.9,20.1,94.16,42.6227777777778,90.0
30,0,20.0,-2.16333333333333,-0.5,2.3333333333333295,36.9,20.033333333333296,93.82333333333328,42.8105555555556,89.6666666666667
50,0,19.963333333333296,-2.03,-0.4,2.66666666666667,36.8266666666667,19.8566666666667,94.23,42.9822222222222,89.3333333333333
50,0,19.865,-1.9,-0.3,3.0,36.8266666666667,19.73,94.5,43.20833333333329,89.0
40,0,19.79,-1.8725,-0.2,3.3333333333333295,36.9,19.7,94.5925,43.40333333333329,88.6666666666667
50,0,19.7,-1.79,-0.1,3.6666666666666705,36.9,19.6333333333333,94.69,43.635,88.3333333333333
40,0,19.7,-1.7,0.0,4.0,36.9666666666667,19.6,94.9,43.7,88.0
40,10,19.6,-1.7,-0.05,3.8333333333333295,36.933333333333294,19.533333333333296,94.9,43.823333333333295,88.1666666666667
40,0,19.533333333333296,-1.6,-0.1,3.6666666666666705,37.06,19.5,94.93333333333328,44.03,88.3333333333333
40,0,19.463333333333296,-1.6,-0.15,3.5,37.1266666666667,19.4266666666667,94.8666666666667,44.0794444444444,88.5
50,0,19.39,-1.63333333333333,-0.2,3.3333333333333295,37.2,19.39,94.73,44.1572222222222,88.6666666666667
30,0,19.29,-1.7,-0.25,3.16666666666667,37.2,19.365,94.59,44.225,88.8333333333333
30,0,19.23,-1.8266666666666695,-0.3,3.0,37.2,19.29,94.3666666666667,44.308333333333294,89.0
20,0,19.1666666666667,-1.9,-0.3,3.0,37.23,19.26,94.3,44.41666666666671,88.8333333333333
40,0,19.1,-2.0,-0.3,3.0,37.345,19.2,94.12333333333329,44.4938888888889,88.6666666666667
40,0,19.066666666666695,-2.0,-0.3,3.0,37.29,19.1666666666667,94.26333333333329,44.635,88.5
50,0,19.0,-1.9,-0.3,3.0,37.29,19.1,94.53,44.7733333333333,88.3333333333333
40,0,18.89,-1.76666666666667,-0.3,3.0,37.23,19.1,94.73,44.8816666666667,88.1666666666667
50,0,18.823333333333295,-1.76,-0.3,3.0,37.2,19.1,94.62333333333329,44.8916666666667,88.0
50,0,18.79,-1.7225,-0.35,3.0,37.2,19.1,94.6425,44.8877777777778,88.0
40,0,18.73,-1.79,-0.4,3.0,37.29,19.1,94.43333333333328,44.838888888888896,88.0
40,0,18.7,-1.8633333333333295,-0.45,3.0,37.29,19.1,94.43333333333328,44.965,88.0
30,0,18.625,-1.8633333333333295,-0.5,3.0,37.29,19.1,94.43333333333328,45.1622222222222,88.0
20,0,18.6,-1.96333333333333,-0.55,3.0,37.29,19.1,93.99,45.4444444444444,88.0
30,0,18.5,-2.16333333333333,-0.6,3.0,37.29,19.1,93.3966666666667,45.6622222222222,88.0
30,0,18.5,-2.26,-0.633333333333333,3.0,37.29,19.1,93.43333333333328,45.76,87.8333333333333
40,0,18.39,-2.2,-0.666666666666667,3.0,37.29,19.1,93.7,45.8738888888889,87.6666666666667
50,0,18.39,-2.16333333333333,-0.7,3.0,37.29,19.1,93.8333333333333,46.0755555555556,87.5
40,0,18.29,-2.09,-0.733333333333333,3.0,37.3266666666667,19.1,93.96666666666668,46.4244444444444,87.3333333333333
50,0,18.29,-2.09,-0.766666666666667,3.0,37.4,19.1,94.06,46.7027777777778,87.1666666666667
30,0,18.2,-2.09,-0.8,3.0,37.4,19.1,94.0,46.78,87.0
40,0,18.2,-2.03,-0.866666666666667,3.0,37.4,19.1,93.96666666666668,46.8205555555556,87.0
40,0,18.2,-2.09,-0.933333333333333,3.0,37.4,19.1,93.9,46.8327777777778,87.0
50,0,18.1333333333333,-2.0,-1.0,3.0,37.475,19.1666666666667,94.06,46.765,87.0
40,0,18.1,-2.0,-1.06666666666667,3.0,37.5,19.2,94.0,46.7994444444444,87.0
20,0,18.033333333333296,-1.845,-1.13333333333333,3.0,37.5,19.2,94.345,46.745,87.0
20,0,18.0,-1.7,-1.2,3.0,37.5,19.2,94.56,46.713888888888896,87.0
30,0,18.0,-1.63333333333333,-1.16666666666667,3.0,37.59,19.2,94.6266666666667,46.5822222222222,86.6666666666667
40,0,17.9633333333333,-1.63333333333333,-1.13333333333333,3.0,37.59,19.1666666666667,94.56,46.4577777777778,86.3333333333333
40,0,17.89,-1.63333333333333,-1.1,3.0,37.59,19.1,94.5,46.28,86.0
50,0,17.89,-1.7,-1.06666666666667,3.0,37.6633333333333,19.1,94.23,46.205,85.6666666666667
50,0,17.865,-1.7,-1.03333333333333,3.0,37.7,19.1,94.1566666666667,46.1694444444444,85.3333333333333
40,0,17.79,-1.7,-1.0,3.0,37.7,19.1,94.06,46.09,85.0
50,0,17.79,-1.76,-1.05,2.8333333333333295,37.7,19.1,93.79333333333328,46.09,84.8333333333333
40,0,17.79,-1.8266666666666695,-1.1,2.66666666666667,37.7,19.2,93.6266666666667,46.085,84.6666666666667
40,0,17.7,-1.9,-1.15,2.5,37.7,19.1333333333333,93.43333333333328,46.01,84.5
30,0,17.7,-2.0,-1.2,2.3333333333333295,37.76,19.1,93.0266666666667,46.0,84.3333333333333
30,10,17.6,-2.06,-1.25,2.16666666666667,37.79,19.1,92.8333333333333,45.988888888888894,84.1666666666667
20,0,17.6,-2.12666666666667,-1.3,2.0,37.79,19.1,92.7,45.9916666666667,84.0
30,0,17.6,-2.12666666666667,-1.21666666666667,2.16666666666667,38.0,19.0,92.7666666666667,46.018333333333295,83.5
70,10,17.6,-1.95,-1.13333333333333,2.3333333333333295,38.06,18.9266666666667,93.1,45.6566666666667,83.0
50,0,17.6,-1.76,-1.05,2.5,38.19333333333329,18.89,93.46333333333328,45.3311111111111,82.5
60,10,17.5333333333333,-1.63333333333333,-0.966666666666667,2.66666666666667,38.57,18.89,93.53,45.0305555555556,82.0
40,10,17.5,-1.6,-0.883333333333333,2.8333333333333295,38.9,18.89,93.46666666666668,44.7572222222222,81.5
40,10,17.5,-1.6,-0.8,3.0,39.0,18.89,93.3333333333333,44.5255555555556,81.0
40,10,17.5,-1.56666666666667,-0.683333333333333,3.16666666666667,38.933333333333294,18.89,93.3666666666667,44.2316666666667,80.5
60,10,17.5,-1.42666666666667,-0.566666666666667,3.3333333333333295,39.0,18.89,93.56,44.0294444444444,80.0
50,20,17.39,-1.13333333333333,-0.45,3.5,38.933333333333294,18.89,94.13333333333328,43.8311111111111,79.5
30,0,17.39,-0.933333333333333,-0.333333333333333,3.6666666666666705,38.76,18.89,94.5266666666667,43.6327777777778,79.0
80,0,17.39,-0.866666666666667,-0.216666666666667,3.8333333333333295,38.7,18.76,94.4,43.51388888888889,78.5
340,0,17.365,-0.733333333333333,-0.1,4.0,38.56,18.7,94.5266666666667,43.338333333333296,78.0
50,0,17.3566666666667,-0.5999999999999999,-0.0666666666666667,4.0,38.433333333333294,18.7,94.53,43.2044444444444,78.1666666666667
50,0,17.29,-0.5333333333333329,-0.0333333333333333,4.0,38.4666666666667,18.6333333333333,94.6566666666667,43.025,78.3333333333333
60,0,17.29,-0.4,0.0,4.0,38.4,18.6,94.3,42.9722222222222,78.5
60,0,17.29,-0.4,0.0333333333333333,4.0,38.4,18.6,94.16,42.8277777777778,78.6666666666667
60,0,17.29,-0.2666666666666669,0.0666666666666667,4.0,38.4,18.6,94.06333333333329,42.6794444444444,78.8333333333333
60,0,17.29,-0.0749999999999999,0.1,4.0,38.433333333333294,18.6,94.3725,42.585,79.0
50,0,17.29,0.233333333333333,0.28333333333333294,4.0,38.5,18.6,94.7,42.51,78.5
60,0,17.29,0.466666666666667,0.46666666666666706,4.0,38.5,18.6,94.5266666666667,42.41666666666671,78.0
30,0,17.29,0.733333333333333,0.65,4.0,38.5,18.6,94.4,42.345,77.5
30,0,17.29,0.966666666666667,0.8333333333333329,4.0,38.53,18.6,95.0333333333333,42.2627777777778,77.0
30,0,17.29,1.22666666666667,1.01666666666667,4.0,38.59,18.533333333333296,95.2266666666667,42.1633333333333,76.5
340,0,17.39,1.63333333333333,1.2,4.0,38.59,18.5,94.5333333333333,42.1372222222222,76.0
400,0,17.39,1.76,1.45,4.16666666666667,38.59,18.5,93.5333333333333,42.06888888888889,75.1666666666667
70,0,17.39,1.93333333333333,1.7,4.3333333333333295,38.6633333333333,18.5,92.1266666666667,41.9916666666667,74.3333333333333
50,0,17.39,2.06,1.95,4.5,38.79,18.5,91.1266666666667,41.9322222222222,73.5
40,0,17.4266666666667,2.36,2.2,4.66666666666667,38.79,18.5,90.6,41.8544444444444,72.6666666666667
40,0,17.5,2.56,2.45,4.8333333333333295,38.79,18.5,91.3933333333333,41.8411111111111,71.8333333333333
40,0,17.5,2.76666666666667,2.7,5.0,38.79,18.5,91.3666666666667,41.7311111111111,71.0
40,0,17.4266666666667,2.9666666666666694,2.8333333333333295,5.16666666666667,38.79,18.5,90.63333333333328,41.7,70.8333333333333
30,0,17.4266666666667,3.1566666666666694,2.9666666666666694,5.3333333333333295,38.79,18.5,91.43333333333328,41.6572222222222,70.6666666666667
30,0,17.4266666666667,3.36333333333333,3.1,5.5,38.79,18.5,90.7666666666667,41.59,70.5
20,0,17.5,3.545,3.2333333333333294,5.66666666666667,38.79,18.5,89.68999999999998,41.59,70.3333333333333
30,0,17.5,3.73,3.36666666666667,5.8333333333333295,38.76,18.5,90.03,41.59,70.1666666666667
40,0,17.5,3.8633333333333297,3.5,6.0,38.7,18.5,90.63,41.575,70.0
50,0,17.4266666666667,4.06333333333333,3.53333333333333,6.0,38.73,18.5,90.1566666666667,41.525,69.8333333333333
40,0,17.5,4.263333333333329,3.56666666666667,6.0,38.79,18.5,89.3633333333333,41.55,69.6666666666667
40,0,17.5,4.43333333333333,3.6,6.0,38.7,18.5,89.8666666666667,41.545,69.5
50,0,17.5,4.5,3.6333333333333298,6.0,38.7,18.5,88.59999999999998,41.5,69.3333333333333
50,0,17.39,4.59,3.6666666666666705,6.0,38.79,18.5,87.69333333333331,41.5,69.1666666666667
40,0,17.39,4.59,3.7,6.0,38.73,18.5,88.09333333333329,41.5,69.0
30,0,17.39,4.59,3.7,6.0,38.7,18.5,86.8333333333333,41.5,70.1666666666667
20,0,17.39,4.59,3.7,6.0,38.79,18.5,88.6266666666667,41.4827777777778,71.3333333333333
20,0,17.39,4.59,3.7,6.0,38.79,18.5,88.4333333333333,41.4816666666667,72.5
20,0,17.39,4.65666666666667,3.7,6.0,38.79,18.4266666666667,89.8933333333333,41.433333333333294,73.6666666666667
40,0,17.29,4.8,3.7,6.0,38.79,18.39,90.0266666666667,41.4444444444444,74.8333333333333
50,0,17.29,4.8,3.7,6.0,38.79,18.39,92.5666666666667,41.5,76.0
50,0,17.29,4.69,3.5833333333333295,5.8333333333333295,38.79,18.39,92.73,41.5,78.0
40,0,17.29,4.69,3.4666666666666694,5.66666666666667,38.9,18.39,93.66333333333328,41.5811111111111,80.0
40,0,17.29,4.595,3.35,5.5,38.9,18.39,94.945,41.6633333333333,82.0
40,0,17.26,4.46666666666667,3.2333333333333294,5.3333333333333295,39.0,18.39,95.79333333333328,41.705,84.0
40,0,17.2,4.3333333333333295,3.11666666666667,5.16666666666667,39.0,18.39,96.3333333333333,41.78,86.0
40,0,17.2,4.19,3.0,5.0,39.09,18.39,96.93,41.8872222222222,88.0
20,0,17.1333333333333,4.1233333333333295,3.0,5.16666666666667,39.1633333333333,18.29,97.4566666666667,41.9722222222222,88.8333333333333
30,0,17.2,4.09,3.0,5.3333333333333295,39.1633333333333,18.39,97.8966666666667,42.05666666666671,89.6666666666667
20,0,17.2,4.03,3.0,5.5,39.1633333333333,18.323333333333295,98.1566666666667,42.0672222222222,90.5
40,0,17.1,4.0,3.0,5.66666666666667,39.23,18.29,98.3666666666667,42.1327777777778,91.3333333333333
40,0,17.1,3.9333333333333296,3.0,5.8333333333333295,39.29,18.29,98.56,42.245,92.1666666666667
40,0,17.1,3.9,3.0,6.0,39.4,18.29,98.7266666666667,42.308333333333294,93.0
40,0,17.1,3.9,3.03333333333333,6.0,39.4666666666667,18.29,98.8666666666667,42.3755555555556,93.5
40,0,17.1,3.79,3.06666666666667,6.0,39.545,18.29,98.93333333333328,42.4661111111111,94.0
40,0,17.1,3.79,3.1,6.0,39.6266666666667,18.29,99.06,42.56,94.5
50,0,17.0,3.79,3.13333333333333,6.0,39.7,18.29,99.19,42.6572222222222,95.0
50,0,17.0,3.79,3.16666666666667,6.0,39.7,18.29,99.19,42.7,95.5
20,0,17.0,3.79,3.2,6.0,39.76,18.29,99.3,42.7,96.0
20,0,17.0,3.79,3.2666666666666706,6.0,39.8266666666667,18.29,99.3,42.725,95.8333333333333
20,0,17.0,3.845,3.3333333333333295,6.0,39.9,18.26,99.45,42.7661111111111,95.6666666666667
30,0,17.0,3.9333333333333296,3.4,6.0,39.9,18.2,99.56,42.8227777777778,95.5
40,0,17.0,4.0,3.4666666666666694,6.0,39.9666666666667,18.2,99.56,42.8572222222222,95.3333333333333
40,0,16.89,4.0,3.53333333333333,6.0,40.03,18.2,99.59,42.9277777777778,95.1666666666667
50,0,16.89,4.0,3.6,6.0,40.09,18.1333333333333,99.59,43.0,95.0
40,0,16.89,4.0,3.61666666666667,6.16666666666667,40.1266666666667,18.2,99.59,43.045,95.3333333333333
50,0,16.89,3.9333333333333296,3.6333333333333298,6.3333333333333295,40.2,18.2,99.59,43.09,95.6666666666667
40,0,16.89,3.9,3.65,6.5,40.29,18.2,99.59,43.145,96.0
30,0,16.89,3.9,3.6666666666666705,6.66666666666667,40.29,18.2,99.59,43.2,96.3333333333333
20,0,16.8566666666667,3.79,3.6833333333333296,6.8333333333333295,40.4,18.2,99.5,43.2,96.6666666666667
20,0,16.79,3.73,3.7,7.0,40.4,18.1333333333333,99.5,43.235,97.0
20,0,16.8233333333333,3.7,3.7,6.8333333333333295,40.433333333333294,18.1,99.5,43.29,97.0
50,0,16.8233333333333,3.7,3.7,6.66666666666667,40.5,18.1,99.5,43.29,97.0
50,0,16.79,3.6633333333333296,3.7,6.5,40.5,18.1,99.46666666666668,43.3511111111111,97.0
40,0,16.79,3.59,3.7,6.3333333333333295,40.463333333333296,18.1,99.4,43.393888888888895,97.0
40,0,16.79,3.7,3.7,6.16666666666667,40.53,18.1,99.5,43.363333333333294,97.0
40,0,16.79,3.7,3.7,6.0,40.53,18.1,99.5,43.338888888888896,97.0
40,0,16.76,3.7,3.7,5.8333333333333295,40.59,18.1,99.5,43.4222222222222,97.1666666666667
40,0,16.7,3.7,3.7,5.66666666666667,40.6266666666667,18.1,99.5,43.4,97.3333333333333
30,0,16.745,3.76,3.7,5.5,40.7,18.1,99.5,43.4,97.5
20,0,16.7,3.79,3.7,5.3333333333333295,40.7,18.033333333333296,99.5,43.4833333333333,97.6666666666667
30,0,16.7,3.8633333333333297,3.7,5.16666666666667,40.76,18.0,99.56,43.5,97.8333333333333
30,0,16.7,3.9333333333333296,3.7,5.0,40.79,18.0,99.59,43.515,98.0
40,0,16.7,4.0,3.7666666666666706,5.0,40.79,18.0,99.53,43.57,98.3333333333333
40,0,16.7,4.09,3.8333333333333295,5.0,40.9,18.0,99.59,43.5961111111111,98.6666666666667
40,0,16.7,4.09,3.9,5.0,40.9,18.0,99.59,43.6877777777778,99.0
40,0,16.7,4.1233333333333295,3.9666666666666694,5.0,40.933333333333294,18.0,99.6566666666667,43.705,99.3333333333333
40,0,16.7,4.19,4.03333333333333,5.0,41.0,18.0,99.59,43.76,99.6666666666667
50,0,16.6,4.19,4.1,5.0,41.0,18.0,99.59,43.808333333333294,100.0
40,0,16.6,4.263333333333329,4.16666666666667,5.0,41.06,18.0,99.6566666666667,43.863333333333294,100.0
20,0,16.6,4.3333333333333295,4.23333333333333,5.0,41.06,18.0,99.69,43.8744444444444,100.0
20,0,16.6,4.4,4.3,5.0,41.06,18.0,99.69,43.933333333333294,100.0
20,0,16.6,4.5,4.36666666666667,5.0,41.145,18.0,99.7266666666667,43.9277777777778,100.0
40,0,16.6,4.5,4.43333333333333,5.0,41.2,17.89,99.7175,43.988888888888894,100.0
40,0,16.6,4.56,4.5,5.0,41.26,17.89,99.69,44.015,100.0
50,0,16.6,4.6233333333333295,4.51666666666667,4.8333333333333295,41.29,17.89,99.7266666666667,44.09,100.0
40,0,16.6,4.763333333333329,4.53333333333333,4.66666666666667,41.29,17.89,99.8,44.1083333333333,100.0
50,0,16.6,4.8333333333333295,4.55,4.5,41.4,17.89,99.8333333333333,44.215,100.0
40,0,16.6,4.9,4.56666666666667,4.3333333333333295,41.4666666666667,17.89,99.9,44.26,100.0
40,0,16.6,4.93333333333333,4.5833333333333295,4.16666666666667,41.5,17.89,99.9,44.308333333333294,100.0
20,0,16.5333333333333,5.06,4.6,4.0,41.56,17.89,99.9,44.363333333333294,100.0
20,0,16.5666666666667,5.1233333333333295,4.65,3.8333333333333295,41.59,17.89,99.9,44.4,100.0
20,0,16.5,5.263333333333329,4.7,3.6666666666666705,41.6633333333333,17.865,99.9,44.4833333333333,100.0
30,0,16.5,5.3333333333333295,4.75,3.5,41.73,17.79,99.9,44.545,100.0
50,0,16.5,5.46666666666667,4.8,3.3333333333333295,41.79,17.79,99.9,44.6083333333333,100.0
50,0,16.5,5.5,4.85,3.16666666666667,41.8266666666667,17.79,99.9,44.7,100.0
40,0,16.5,5.5,4.9,3.0,41.9,17.79,99.9,44.735,100.0
40,0,16.5,5.59,4.93333333333333,3.0,41.9,17.79,99.9,44.77,100.0
40,0,16.5,5.59,4.96666666666667,3.0,41.9666666666667,17.79,99.9,44.863333333333294,100.0
40,0,16.5,5.59,5.0,3.0,42.0,17.79,99.9,44.8861111111111,100.0
30,0,16.5,5.5225,5.03333333333333,3.0,42.06,17.79,99.9,44.91611111111111,100.0
20,0,16.5,5.5,5.06666666666667,3.0,42.09,17.79,99.9,44.9916666666667,100.0
30,0,16.5,5.5,5.1,3.0,42.1266666666667,17.79,99.9,45.01,100.0
30,0,16.5,5.5,5.0833333333333295,3.0,42.2,17.79,99.9,45.0,99.8333333333333
40,0,16.4266666666667,5.53,5.06666666666667,3.0,42.2666666666667,17.76,99.9,45.055,99.6666666666667
40,0,16.4633333333333,5.59,5.05,3.0,42.4,17.7,99.9,45.09,99.5
50,0,16.4175,5.6233333333333295,5.03333333333333,3.0,42.433333333333294,17.76,99.9,45.18166666666671,99.3333333333333
40,0,16.4266666666667,5.69,5.01666666666667,3.0,42.5,17.7,99.9,45.2,99.1666666666667
40,0,16.5,5.69,5.0,3.0,42.59,17.7,99.9,45.275,99.0
30,0,16.5,5.6233333333333295,5.01666666666667,3.16666666666667,42.59,17.7,99.9,45.308333333333294,99.1666666666667
50,0,16.39,5.5,5.03333333333333,3.3333333333333295,42.6266666666667,17.745,99.9,45.3877777777778,99.3333333333333
20,0,16.39,5.5,5.05,3.5,42.7,17.76,99.9,45.4,99.5
20,0,16.39,5.59,5.06666666666667,3.6666666666666705,42.7,17.7,99.9,45.4055555555556,99.6666666666667
20,0,16.39,5.65666666666667,5.0833333333333295,3.8333333333333295,42.76,17.76,99.9,45.4666666666667,99.8333333333333
40,0,16.39,5.72666666666667,5.1,4.0,42.79,17.7,99.9,45.5,100.0
40,0,16.39,5.86666666666667,5.23333333333333,4.0,42.79,17.7,99.9,45.565,100.0
50,0,16.39,5.93333333333333,5.36666666666667,4.0,42.8266666666667,17.7,99.9,45.5961111111111,100.0
40,0,16.39,6.1425,5.5,4.0,42.9,17.7,99.9,45.6877777777778,100.0
40,0,16.39,6.263333333333329,5.633333333333329,4.0,43.0,17.7,99.9,45.775,100.0
50,0,16.39,6.3,5.76666666666667,4.0,43.05,17.7,99.9,45.8005555555556,100.0
50,0,16.3566666666667,6.36666666666667,5.9,4.0,43.2,17.7,99.9,45.8922222222222,100.0
10,0,16.29,6.4,5.9,4.0,43.2,17.7,99.9,45.9444444444444,99.8333333333333
20,0,16.3566666666667,6.46666666666667,5.9,4.0,43.2,17.7,99.9,45.97166666666671,99.6666666666667
20,0,16.29,6.59,5.9,4.0,43.2,17.6,99.9,46.035,99.5
40,0,16.29,6.59,5.9,4.0,43.2,17.6,99.9,46.0794444444444,99.3333333333333
40,0,16.29,6.36666666666667,5.9,4.0,43.26,17.5,99.9,46.1205555555556,99.1666666666667
40,0,16.29,6.22666666666667,5.9,4.0,43.26,17.5,99.9,46.2,99.0
50,0,16.29,6.22666666666667,5.85,3.8333333333333295,43.2,17.5,99.9,46.2,99.0
50,0,16.29,6.3,5.8,3.6666666666666705,43.26,17.5,99.9,46.275,99.0
40,0,16.29,6.3,5.75,3.5,43.3266666666667,17.5666666666667,99.9,46.29,99.0
40,0,16.29,6.3,5.7,3.3333333333333295,43.3266666666667,17.6,99.9,46.308333333333294,99.0
20,0,16.29,6.093333333333329,5.65,3.16666666666667,43.3266666666667,17.6,99.9,46.3755555555556,99.0
20,0,16.29,5.76,5.6,3.0,43.3266666666667,17.6,99.9,46.4,99.0
40,10,16.23,5.69,5.6,3.16666666666667,43.3266666666667,17.6,99.9,46.4,99.1666666666667
120,20,16.29,5.615,5.6,3.3333333333333295,43.4,17.6,99.9,46.4,99.3333333333333
160,10,16.26,5.65666666666667,5.6,3.5,43.4,17.5333333333333,99.9,46.4,99.5
220,20,16.2,5.8333333333333295,5.6,3.6666666666666705,43.4,17.6,99.9,46.4,99.6666666666667
130,20,16.2,5.8333333333333295,5.6,3.8333333333333295,43.4,17.6,99.9,46.4,99.8333333333333
210,10,16.2,5.69,5.6,4.0,43.4,17.6,99.9,46.4222222222222,100.0
140,20,16.2,5.6233333333333295,5.66666666666667,3.8333333333333295,43.4,17.6,99.9,46.4722222222222,99.8333333333333
130,20,16.2,5.69,5.73333333333333,3.6666666666666705,43.5,17.6,99.9,46.5,99.6666666666667
190,10,16.2,5.69,5.8,3.5,43.5,17.6,99.9,46.5,99.5
130,10,16.2,5.93333333333333,5.86666666666667,3.3333333333333295,43.59,17.6,99.9,46.5094736842105,99.3333333333333
120,10,16.2,6.06,5.93333333333333,3.16666666666667,43.6633333333333,17.6,99.9,46.59,99.1666666666667
120,10,16.2,6.22666666666667,6.0,3.0,43.7,17.5666666666667,99.9,46.57,99.0
120,10,16.2,6.36666666666667,6.05,3.16666666666667,43.7,17.5,99.9,46.59,99.1666666666667
200,10,16.2,6.43333333333333,6.1,3.3333333333333295,43.7,17.5,99.9,46.6266666666667,99.3333333333333
